user_id,nick,user,locate,num_opinions,total_points,helpful_counts,critical_level
88842415AF03CA688C3A6B47D97B374D,arielfernvndez,Ariel Fernandez,"Buenos Aires, Argentina",7,838,18,2
6D289DF1A4C4122497C2DF0226159F76,Mariaquetglas,Maria Quetglas,,2,263,6,0
7CD340BD6EBD3C35A5AAA289D4A33138,julianm946,Julian M,,3,309,11,1
928C012C16214C1901761E381ADB672A,germanp902,German P,"Argentina central, Argentina",63,0,137,5
F0C79EABA6051AEBB3CA437769A0C7B5,fedexavierm,Federico Freire,"Montevideo, Uruguay",1,102,4,0
42FF93E097FE9D63BB938DCDAB0B7698,325elih,Eli H,,2,203,5,0
5BD9B68B8BE47AD77DCED3731D07AB08,JTierrez,Joaquin G,"Distrito Capital Federal, Argentina",25,0,89,4
88842415AF03CA688C3A6B47D97B374D,arielfernvndez,Ariel Fernandez,"Buenos Aires, Argentina",7,838,18,2
C213BA54AA0BA18DE013EA26194E6860,moramado17,moramado17,"Buenos Aires, Argentina",2,206,9,0
BE33BFA711A2E7FA24A15323D878590F,KalvinSein,KalvinSein,"Bogotá, Colombia",7,951,18,2
E624E040B8B83B4FEAF824649853639C,francoces,franco c,,9,0,14,3
F438C3547E079C6EFE8A605C70858C9A,Lvegal,Lvegal,,5,836,11,2
F6B6F61A0AFE0E0C8065F1441D112869,lgalarza,lgalarza,"Madrid, España",67,0,72,5
1640B3AFFCDBDEB72429C0D5C4C3044A,emilybY7219YP,Emily B,"Buffalo, Estado de Nueva York",35,0,21,4
031CB1D233AD62A9344CDA3C6743BAA5,viciosillo,Pedro B,"Salta, Argentina",1,161,2,0
6B772B2302D57E59AB889E4CCB2CA0B8,mabecerrav,Mabecerrav,"Buenos Aires, Argentina",1,131,2,0
09671998A8A4E326A8352BA4DFC8FCCA,Igonearanbarri,Igone,,4,403,5,1
0A666A8B4926245CCCB6BE63154CD5F8,vanetafloyd2015,vanetafloyd2015,"Distrito Capital Federal, Argentina",157,0,127,6
8B07907D343660C55AAE8218C06CB4A6,X8823MRcarlosl,Carlos L,"Distrito Capital Federal, Argentina",23,0,25,3
C15D8EA3953A61C279227975748C37C7,LeanF87,Lean F,"Buenos Aires, Argentina",28,0,14,4
C58BEDC5ED12FEBD30264D6C10C09808,LucasDiGiorno,Lucas DiGiorno,"Buenos Aires, Argentina",1,166,1,0
297139E0A1637A949523F80A7EC635F5,patrif2005,Patricia F,"Buenos Aires, Argentina",34,0,87,4
5241F4DEF865122B40EB76C584D6F016,martingrillo9,Grillen,"Buenos Aires, Argentina",42,0,61,5
DC031B9318C4DE0E92A9F17E51781FC3,907saram,Sara M,"Buenos Aires, Argentina",77,0,62,5
9B144DCD95E051AAC0F2A46B50C570E8,FelixG6,Felix G,"Madrid, España",79,0,112,5
A7364F5D26C0AAC0EAF4496BA7B0968F,F1644TNmariac,maria c,"Buenos Aires, Argentina",12,0,6,3
BE93B059E0536AA5F6A5703DDEBE6D8A,Dahidom,Dahidom,,17,0,24,4
01B5AFF72D51877C696460ACCADE57C3,A5682WOdiegoa,Diego A,,1,101,1,0
1A8F2F12E2E955A2598DB8EF6774480C,LuischinoFernandez,luis carlos f,"Buenos Aires, Argentina",36,0,7,4
D669875BA79AB3B3826FC04CBA9B15F4,santiagoa649,santiago a,"Buenos Aires, Argentina",73,0,44,5
B5F4204F318B3C2FF23016B741B59A53,ingrida328,Ingrid A,"Bogotá, Colombia",20,0,8,4
54CB85055DB5387C602584ABE83C9889,interbrokers,interbrokers,Buenos Aires,44,0,11,4
FB429D17D46033015C69646DEA423D4A,danielsT185QB,Daniel S,,31,0,8,4
D94A994F7D4ECD8D91B671C89754E5E8,970vivianap,Viviana P,"Distrito Capital Federal, Argentina",25,0,5,4
61F7BDE382EBBE469C1C5D5DEBFF2A97,F2921PZmanuelb,Manuel B,,10,0,3,3
F8BEAFDD9E2FDDAED8A60DDC51DA308B,796sebastiani,Sebastian I,"Turdera, Argentina",9,0,5,3
E9A49F25F1E3A7573E98CCBEAFA0B70B,jadelrio,jadelrio,"Ciudad de México, México",45,0,53,4
9BA0926F5E3A4B4F0B02F064A664FDF5,DRecheni,David R,"Berlín, Alemania",1,161,1,0
7FD661F3628E85635CAF6C7211A62BBA,FernandoC5908,Fernando C,"Buenos Aires, Argentina",26,0,36,4
48377E22C24292ABBD9ACDD78463B67A,mariadalma,mariadalma,"Buenos Aires, Argentina",1,101,1,0
088722E4184C999EA51E40B4768F32C9,arajimenez997,arajimenez997,"Buenos Aires, Argentina",1,101,1,0
C7F44738AAA0670AE9638FAF0045171E,datzicas,Danae Alexia T,"Buenos Aires, Argentina",34,0,16,5
CF89A6E54CA044AFB2D3025ABE7A0F79,geraldsJ4624ZX,gerald S,"Martínez, Argentina",147,0,186,6
FFB382710954E2C1843D2DF0D3FE9331,Rojas01,Rojas01,,4,404,4,1
0FECDD365FD3416DA2A08D091BDE4A83,U4999XKleonardoc,Leonardo Cotler,"Buenos Aires, Argentina",5,502,2,2
00C48F5B59A56890FE56E9335D991E44,Gvilella,Gvilella,"Buenos Aires, Argentina",20,0,7,3
623E97227C8CCC790D137B516EF09220,lilianapontoriero,Liliana,"Distrito Capital Federal, Argentina",8,805,5,2
13DBACA16B694BD0F4DC149AE7D1B41E,vivianap694,Viviana P,"Distrito Capital Federal, Argentina",18,0,10,3
A0C2C8DD2322839DDEEAA9237D5A2BE8,S7426BBpabloc,Pablo C,"Mendoza, Argentina",2,202,2,0
C350850D959579551AC221E9CF135F1A,D6502MUsergiof,Sergio F,"Buenos Aires, Argentina",5,507,2,2
3A420BC34B80394DF361A5B3845EC358,jprandi,jprandi,"Buenos Aires, Argentina",2,201,1,0
D7732B3EF3F0209366C6DB2783783803,magdalenamiguens,magdalenamiguens,"Buenos Aires, Argentina",4,705,6,2
9513661752825E7278F7008BE08A6D80,406alberton,Alberto N,,4,401,1,1
910E4DB1D0E294F1BF554FBFC6B17694,lacleli,lacleli,"Buenos Aires, Argentina",182,0,279,6
78E7BDB5BEED050DFF2F9F76238E8F5C,jorgef271,Jorge F,,30,0,55,4
3A68E4FC238EC6FF348D430419C91A87,douglas03091970,douglas03091970,"Provincia de Buenos Aires, Argentina",5,506,1,2
0BBE774BEB9BA481AEE1ECD1AE868A56,marcelop691,Marcelo P,,1,101,1,0
53BEB3A38F3370451FA0CA4C78F23F1F,Candelab481,Candelab481,,10,0,6,3
43E0AD7558342634F639132E6A037B82,EzequielK432,Ezequiel K,"Buenos Aires, Argentina",3,399,4,1
712A46335F45B47CC01DF56E42877789,Vickypietro,Vickypietro,"Distrito Capital Federal, Argentina",31,0,14,4
7B57480DB0B7DD7B11CDEA239CA26A1C,nazarenov888,Nazareno V,,1,130,0,0
232FCDC448D82D53E250DC9161518F4C,517teoc,teo c,,11,0,4,3
8B394538EA2EEC5AE4F972CB11EB5180,danivalentinah,Daniela V,"Santiago, Chile",3,393,3,1
3B1587990E66FC113B228039FA0C6535,VHMeda,VHMeda,"Buenos Aires, Argentina",20,0,11,3
87F0727D9B4D34C397E0E35C392DBAD8,sebav1978,sebav1978,Buenos Aires,473,0,169,6
E661E89654E09B92496086C7469B4B83,mdqcarlos,mdqcarlos,"Buenos Aires, Argentina",658,0,516,6
CF40A165B48E8D9B7C87F64E66CD3A09,laus457,Lau S,,18,0,6,3
0CEA43EE21E291FF27424001ED084422,N262FUjuliom,Julio M,"Distrito Capital Federal, Argentina",64,0,102,5
0B0E9717A2F5B0208B8CA9C651133334,CarlosAlbertoL1,Carlos Alberto L,"Buenos Aires, Argentina",677,0,708,6
0EB3A7B4F3B6637A015293469CD07135,hetys2014,hety,Argentina,3,300,0,1
26069EBDBD3D32ABEF013948FB70AFE9,saramH4763GZ,Sara M,"Buenos Aires, Argentina",15,0,4,3
8DB570793EB78EE47B56531D8FE2E0B0,lbzambrini,lbzambrini,"Buenos Aires, Argentina",16,0,6,3
5C5F75C7E0FE6B656BB83863E0DBC1C1,Q3937VQdiegop,Diego P,"Ezeiza, Argentina",1,100,0,0
1F1883AEFBE4C9B8247152871BCAB463,El_chavo22,El_chavo22,"Buenos Aires, Argentina",77,0,97,6
5042E936907AFEC156D1F310C9DBBA49,223juancarlosd,juan carlos d,,11,0,8,3
B734052DA285B0D45970CB3EFEAD5771,180alexish,Alexis H,,14,0,2,3
59955872DB9029720A1C895992079BE2,estelafabbio,estelafabbio,Buenos Aires,5,501,1,2
2257C9CFAEF13181A7112A279462B731,905juancarlosg,Juan Carlos G,,18,0,90,3
C67087BA0F9AEEF75D7024615D37C4CA,Z374SAelizabethv,Elizabeth V,,9,925,17,2
EC37AB5EE1ECEAFB04DAF670C82C1167,SilvinaBru,SilvinaBru,"Buenos Aires, Argentina",15,0,4,3
993AFDCB5C052128F8C82624CA43A6E9,susanab404,Susana B,"Buenos Aires, Argentina",2,212,7,0
572232680C7FC6FAE513CF3252FC16A6,mrwasenstein,Martín,"Buenos Aires, Argentina",15,0,10,3
6D0B8FE03A39571E18A9A88B04C86C08,juanaL2566EQ,juan a,,63,0,39,5
B3EBE912FFF9EF671DDFD2DE7DF0221F,Cruz_Bruni,Cruz_Bruni,"Buenos Aires, Argentina",11,0,25,3
C6461E74F0211E7D3EDC0635D87A8D8D,377elianae,Eliana E,,1,100,0,0
F1F6E683A6F93470FDDDBC6B47082A81,cristiancostana,Cristian cost,"Castelar, Argentina",17,0,5,3
10AA7C863C6F326E8BC6A3E0B24B2894,cecidezen,Ceci De Zen,"Bahía Blanca, Argentina",268,0,87,6
BC1160F2672DFCAD795D4A0F56A8008B,marianodapia,marianodapia,"Buenos Aires, Argentina",66,0,23,5
748CD502889764ED85854D83A58FDA66,jhonnyp256,Jhonny P,,1,100,0,0
630278B06DB919EB9C169B504981C514,d0ble0nadae,d0ble0nadae,"Buenos Aires, Argentina",79,0,38,5
DA60855973A56E4B74F9B51539D08896,cesarmE5114UL,Cesar M,"Morón, Argentina",72,0,99,5
D475BD9167ED33C83A98C0B5FF0A85DE,estefidt98,estefidt98,"Montevideo, Uruguay",1,100,0,0
69A4C6D46CEEA20A411F1AD410205740,jramund0,jorge g,"Buenos Aires, Argentina",796,0,623,6
169DCCE5D242CA17B421FB007BE3F53F,J2818PBcristiang,Cristian G,"Buenos Aires, Argentina",3,331,1,1
E3250A362E410CE0DE7BE8CC596F5D6C,sterlla64,sterlla64,"Buenos Aires, Argentina",22,0,41,3
6D079A4308C29524AD4D0D584D4CBCBB,laviajeraliz,laviajeraliz,"Boston, MA",307,0,172,6
F6B6F61A0AFE0E0C8065F1441D112869,lgalarza,lgalarza,"Madrid, España",67,0,72,5
2B83F87FEAAFAAF8FB3C581242560206,Lu1206,Lu1206,"Buenos Aires, Argentina",41,0,12,4
D84D2FB14C38D40E6D79C7F80D1E270E,273victoriad,Victoria D,,4,462,2,1
1FD6E7B158951F05274CA686F6D6EA5F,533marthapatriciac,Martha Patricia C,,1,100,0,0
1626E12502CCE8ACEF4D102AE91BD27F,omarc367,Omar C,"Ciudad de México, México",11,0,0,3
9EF166AC0829241E5AEB5EC23AC0D9A8,592waltere,Walter E,,25,0,7,4
CCB4FB4036144FBA0D78D894A3C58A16,JDLatte,JDLatte,"Buenos Aires, Argentina",1,130,0,0
6D29E5EB540F1C780090130203FCD0C2,64javiera,Javier A,"Buenos Aires, Argentina",34,0,46,4
7952E90B2EB85810DE18AC0844E2D293,roc_os988,Rocío S,,29,0,11,4
76B5493549F8256F9B41682751BD39C9,Samutec,Samutec,"Buenos Aires, Argentina",122,0,100,6
FEF073D0C658E42E5465A585F37DB4C8,valentinb423,Valentin,"París, Francia",14,0,8,3
8F79A605582F6138BB805130AD0E6EB6,BackPacker808311,Luigi G. A. Titos,,1,100,0,0
09897E832EF37E6BCDCCAE6E6DD324A7,644gabyg,Gaby G,,1,100,0,0
DC745BF2648DDBDBE804A6CA4310C8DA,marisabele2016,Marisabel E,"Palermo, Argentina",1,100,0,0
87304BC693E3F3057450BFFBC9C4D710,M3714RZnadiab,Nadia B,"Buenos Aires, Argentina",2,200,0,0
605439006C9C53A7BDEFBCD0BBD9FFFC,jos_arcadiob,José Arcadio B,"Buenos Aires, Argentina",1,100,0,0
9DF174258EAA1073CD03309C9E5746F8,Jona_GarciaLuna,Jona_GarciaLuna,"Buenos Aires, Argentina",11,0,1,3
ABD70700FA1DE643FA36CDFB42061609,queseaR,queseaR,"Buenos Aires, Argentina",20,0,6,3
56F6E8EAB23BBD237FE0FBDF81A62859,598zeyady,Zeyad Y,California,6,612,24,2
F4D6B0CD4C981E63A6A5C5BFEDC6BA50,dahank,David H,"Weston, Wisconsin",43,0,52,4
95E58F920B421E19C33B2A1B0C5569F8,Tania_Bordeaux,Tania,"Burdeos, Francia",9,903,4,2
694C531955E190D0D4B669C7F2943CC8,caledoniaw,Caledonia W,,1,131,1,0
10D7E356918917111BA7C542AD3FD156,dennisr682,Dennis R,,3,331,1,1
FF254D194AAF4B0B2CFD1AD6F1D01E65,JolinLindberg,JolinLindberg,"Santiago, Chile",6,602,2,2
B5C0B46588F0C13177A1D9275ABB2959,Mitmita2017,Mitmita2017,,9,956,6,2
CFFD771857F3152DB98CEF1079EB50AC,cvincoli,cvincoli,"Greenville, Carolina del Sur",13,0,20,3
13DB5D05659D854C95EAFEE7796095DB,CaroLivesToTravel,CaroLivesToTravel,"Delray Beach, Florida",41,0,61,4
940C7A1717759D5701994816BB92F984,guyinmidtown,guyinmidtown,"Atlanta, Georgia",10,0,13,3
CCE0085C6D580C48D2779A01AF7F3179,6carey6,6carey6,"Atlanta, Georgia",3,363,4,1
141A191D4FB98B15C670C5366D5AC6E4,Africa_adventure_8,Simone F,"Londres, Reino Unido",240,0,136,6
906A12CEEEE6ABA8FA999E7A37574A3D,Kiaora5,Kiaora5,"Auckland Central, Nueva Zelanda",1,102,2,0
B97168AD2E567C84C3EC2F441BD61548,422pandaj,Panda J,"Bangkok, Tailandia",238,0,95,6
3C659BD6880BFD7FCDFF59E40E994101,mannnnndy,mannnnndy,"Sydney, Australia",22,0,27,3
46998F38FD6433457C4AC643216B8C02,J7212OYdenises,Denise S,,1,101,1,0
A2FB4B34051DF1B633FD96A259A170F7,Annyelle,Annyelle,"Muenchwilen, Suiza",29,0,52,4
783F3D8BBFECA1C7246B3B896245CE05,sebasti_np42,Sebastián P,,13,0,35,3
092DE1E8D35B486006CC69AB11207A25,784jonr,Jon R,,2,201,1,0
279EC1E511916FFF70DBEA13B62E5A57,ramone275,Ramon E,,1,131,1,0
63EFDB1001CC60B953494AA15A4939D5,Cosmopolitan527260,Cosmopolitan527260,,10,0,7,3
F0BDE8F91C7DE4D8EA09353CBA6575DE,atltraveller61,atltraveller61,Atlanta,5,514,4,2
2D41A43AA2A26171F7AFB75832A9B6FF,775ninaj,Nina J,"Buenos Aires, Argentina",3,302,2,1
4595992B8B6045D1F94BE6F880D554C7,AriAlvarenga,AriAlvarenga,Australia,8,0,5,3
280560AFDA203B0309A917E4ADD5AE94,191simonm,Simon M,"Vaasa, Finlandia",2,301,1,1
E114BF4D1D67794221F81C54F31F3742,MEdelstein,MEdelstein,"São Paulo, SP",343,0,197,6
D22C9FE5677A22FC62F749478A2C8821,Bartyboy13,Bartyboy13,"Auckland, Nueva Zelanda",13,0,3,3
97987F9DA8FD66C5C503903C3C28DD27,bmayfield9090,bmayfield9090,"Las Vegas, Nevada",3,300,0,1
67A2A6ED1F2D42BC793CA52A217C096A,oliviam424,Olivia M,,10,0,26,3
F645AAFB00D256B9B01CB07AB7CD9DC9,Sam_www,Sam_www,,57,0,22,5
635718547B3D50032A91B590543DE8FD,TamaraVL,TamaraVL,,9,903,3,2
BCB1DAAB101E1F2147CC6585DAA3432E,alexandrecouture,alexandrecouture,"Quebec, Canadá",3,302,2,1
319848C02ECD3C1E63A3B8384906308D,369mathieuj,Mathieu J,"San Francisco, California",1,101,1,0
7D637FB87479F5D8696FD99B570DDC8F,ABL85,ABL85,Buenos Aires,5,562,2,2
96048686948C694ECA0576C11CC7790D,rebeccawY9378UQ,Rebecca W,,2,202,2,0
97C49A99E82C8F75C92A8D1F2F454B4C,Uhuru966,Uhuru966,Timbuktu,124,0,64,6
703691E340F90FF047C2942026862265,slightly_madz,slightly_madz,"East Los Angeles, California",11,0,5,3
5D0955A7AAE4901EEFFCC624C0FB0A4E,quned,Quned,"Cairns, Australia",6,687,33,2
59C3E9C68690769948572486245F9190,gcarball,gcarball,"Buenos Aires, Argentina",1,102,2,0
44BC9CF9C1B88CB0B4DB82B3108B1D1D,C4951VVadrianam,Adriana M,,5,562,2,2
8055839EB4D70FD11DF20F94BB2987D7,jonsK4611NP,Jon S,"Stowe Area, Vermont",3,482,2,1
A1C3CF3EFDB8FEDB3AAF238A679FBF18,humbertomX9472JX,HUMBERTO M,,1,150,0,0
99118E7BF320EC4AE24EF67C2DB21BE0,TravellerWorker_Peru,TravellerWorker_Peru,"Cuzco, Perú",1,0,0,6
959ED2E4A110ABB8D8537EA359B67B00,oraclegym,oraclegym@gmail.com,,1,101,1,0
AE9BA41AE791DC772785D964566E33FA,Larolaviajera,Larolaviajera,"Bogotá, Colombia",60,0,54,5
BB1C206C003E990C00EA483F144F06AA,jcortazaralberto,Jcortazaralberto,"Buenos Aires, Argentina",23,0,91,3
51972E4008B9E1F5C12AC7B9C47163D5,matias00,Matías,"Buenos Aires, Argentina",205,0,123,6
8D3DFC590EC8476FF1AE7FC593D174A0,FernandaV2010,Fernanda V,"Santiago, Chile",26,0,27,4
0254298D65EA27F8373FF26531A94636,flavio1163,flavio1163,,1,101,1,0
AE9B44FD7242EFB6D4199CF63DBFE825,Felucho_77,Felucho_77,"Provincia de Buenos Aires, Argentina",220,0,324,6
8FDB8928609B90C7488A385B45056FC0,lucianamsanchez,lucianamsanchez,"Buenos Aires, Argentina",90,0,18,5
0C56469BC5246315D78444C366B35E9C,PaulinaPrilci,PaulinaPrilci,"Buenos Aires, Argentina",119,0,77,6
D65DD8231F346160B913E63779AEE08E,ricardodP4526DY,Ricardo D,"San Miguel, Argentina",16,0,5,3
0084AC40FECCB834A33E18026A1513BE,472ricardoc,Ricardo C,"Distrito Capital Federal, Argentina",112,0,44,6
18AE2F663077DD2E9C1E24C13A6664F2,Valu17,Valu17,"Buenos Aires, Argentina",54,0,74,5
8C790ADF62BE84B1AA93696B94128FB3,Maguita84,Magalí,"Buenos Aires, Argentina",23,0,96,4
B25BF4C51EBE4D1C9A6737A9F4DDB61A,nadiaginocchio,nadiaginocchio,"Buenos Aires, Argentina",126,0,73,6
C84A5D9F69439F6135106B1C5D6F7579,fdiazmas,Federico Díaz Mastellone,"Buenos Aires, Argentina",397,0,281,6
3C4B2AC6F2E1FE3D25ACB65CD2FFA03E,sebavillarreal,Sebastián V,"Neuilly-sur-Seine, Francia",16,0,2,3
40A68610112F89E76E123F3A33530192,Perblat,perla b,"Buenos Aires, Argentina",84,0,20,6
21D9A6165B3F6B0F44A15DC77FD85134,VergaraTampe,VergaraTampe,"Santiago, Chile",68,0,26,5
A5406AFE6E97EBAB7B80116797B31B3A,raulcarneiro,raulcarneiro,"Carmen de Areco, Argentina",147,0,89,6
E733957F38D1575C887E66A2E1857F8A,RecorriendoBairesGyM,RecorriendoBairesGyM,"Distrito Capital Federal, Argentina",17,0,45,3
95E23CA313BB793B0F1B7D2CC2CA27DD,Graceviajera,Graceviajera,"Buenos Aires, Argentina",191,0,83,6
1D3CF55C31900CB539C2DDFB195A7647,396mariafernandag,Maria Fernanda G,"Buenos Aires, Argentina",3,302,2,1
AED5ADCECAB095FCB1D4A631F60B1E58,Lucia_B_Arg,Lucia B,"Buenos Aires, Argentina",1,0,0,6
166292E5848A8682774CD7A0BC5AA7A2,DaniJesusMaria,Daniela B,"Jesús María, Argentina",37,0,82,5
95E23CA313BB793B0F1B7D2CC2CA27DD,Graceviajera,Graceviajera,"Buenos Aires, Argentina",191,0,83,6
CC32222D4715BBA9CBA80B170A51DCA8,claucoach,Clau Coach,"Buenos Aires, Argentina",67,0,35,5
BA15B644FDB0190D20BED292466ACB0C,bianchicarlos,bianchicarlos,"Buenos Aires, Argentina",7,794,4,2
408014A11FBF944F78DBB6CB64DBB676,rossiivanna51,Ivanna R,"Provincia de Buenos Aires, Argentina",12,0,3,3
2BB87E011F4C7ED42C5FD6142A1EB543,Mannacoffeejujuy,Mannacoffeejujuy,,1,431,1,1
761B0B50AAFDF0341D19516249105360,ratmiroff,ratmiroff,"Buenos Aires, Argentina",6,680,6,2
2EA274D393BD307B4BF6CA90BE61B80C,lucianodit,lucianodit,"Buenos Aires, Argentina",24,0,14,4
97F2435950D71A1E5540F2EB9237ABEB,MarianitaMza,MarianitaMza,"Mendoza, Argentina",114,0,99,6
10AA7C863C6F326E8BC6A3E0B24B2894,cecidezen,Ceci De Zen,"Bahía Blanca, Argentina",268,0,87,6
667F82FA1757E8983C32BC0E69C86533,F4447JSdiegob,Diego B,"Canterbury, Reino Unido",1,130,0,0
454CC6A6E0C45A4CB17C5BB44A05C594,397natyt,Naty T,"Buenos Aires, Argentina",2,240,0,0
91E1E1861DD507DB19825F7BC0CC4D0B,383lourdesr,Lourdes R,"Buenos Aires, Argentina",129,0,45,6
4A7CBFD8A6037EC3447628727B609FD4,793micaelas,Micaela S,"Buenos Aires, Argentina",300,0,143,6
6E065BD174EE15B50EE1AC5DD68D8A3E,920daianal,Daiana L,"Provincia de Buenos Aires, Argentina",64,0,25,5
